experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-08-endpoint-candid-type-construction	baseline	a	canonical_app	app	2887549	1039137	2650724	200093	4709	4672	4672	922	921	10	9	28177	4	bb351fb60f67a88b52f8e3052fb403731dfdffe1b7db821032a5d1799e03871d	011479996402a886828968e3df4fd846fef7aa70183f856d8f8e08f7c402bf3a	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020387	2827346	202577	5369
b1-08-endpoint-candid-type-construction	baseline	a	canonical_index_hub	index_hub	2672334	960721	2444607	191666	4385	4346	4346	860	859	10	9	27959	4	ad7b4145884916dd52cb99624b72d1cd82c0d468b1c6e5d5f413a7cb340cfb5e	1aadc85a2be1e665a8f824716e5d0c8082d63b09db269c37d0cacde843513306	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843246	943284	2612651	193889	5056
b1-08-endpoint-candid-type-construction	baseline	a	canonical_test	test	3202109	1140086	2944773	214162	5228	5189	5189	973	972	12	11	33804	6	0fb255359585ff74dd8e09e53b27bb524d38bd5ad045f8a621ac0d8c34e8d902	259d2b99c7e9f02e939682d9580e56a2341015a99887a87996fd8621bd64a12d	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403364	1119895	3142734	216757	5940
b1-08-endpoint-candid-type-construction	baseline	a	canonical_user_hub	user_hub	3330830	1188804	3072247	218326	5512	5473	5473	980	979	15	14	30421	9	b4a8b5f077d78bc6767e3656ac39d4ed11edb3fa6865ae63e7c5f9ce30970d81	6e443e75802b66d6cf8c6a3bfd831495d709a19b9b58b5778ad20ab077a071bf	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538932	1171822	3276982	220977	6256
b1-08-endpoint-candid-type-construction	baseline	a	canonical_scale_hub	scale_hub	3252094	1158180	2997048	215925	5334	5295	5295	965	964	12	11	29665	6	6b8362dc56e561112900b3b846966f5c29114898fe491966d7b695f51f08400b	d93b8659aa1899bb4f5769ce35c2776d31bd5ea740b40731b4f2c7c55d427063	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457162	1141705	3198807	218533	6062
b1-08-endpoint-candid-type-construction	baseline	a	canonical_index_child	index_child	2443611	886146	2224620	184774	4035	3996	3996	837	836	10	9	26552	4	f1afdacd6e6a1bfe71849a75ccf71547635afffb926cfb3c5ca1ef5cd3f40365	11046aa83b7302e63615b1c8e06734f7d536172e0126f69748068573f5719b91	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868741	2378085	186873	4653
b1-08-endpoint-candid-type-construction	baseline	a	canonical_user_shard	user_shard	3259177	1161343	3001399	214776	5384	5341	5341	977	976	14	13	33290	8	b9b1857624709613e7c00fed92195b0d12119268faed07eb6741d514367a7e32	3faf1d1ba6dbcfb550c7bbfbfda281081e4c8bb90d21533ce24b2144b6b89d78	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464318	1140835	3203202	217405	6103
b1-08-endpoint-candid-type-construction	baseline	a	canonical_scale_replica	scale_replica	2898271	1044103	2660428	200449	4737	4700	4700	925	924	11	10	28760	5	4e100c50b37e5abd697d27247a12ad0d2d10f7c2c4c2467bdc5688f0fbc549f5	ac37daeb7121bf0ba051c9550629126c618102db16692a859da68fa6f9f73f69	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025136	2837328	202969	5399
b1-08-endpoint-candid-type-construction	baseline	a	canonical_root	root	7097219	2523572	6659745	333854	9641	9596	9596	1652	1651	12	11	88042	6	f712cc5c0cc57003fcbba29e9f2a17f24e210953355c4d2719be90b5cb5cf416	473428e14604d1d5b56b80c6137c35d9aee5ba2fdf7f906579f0adf553555fd2	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7543047	2454667	7100962	337125	10983
b1-08-endpoint-candid-type-construction	baseline	a	canonical_fleet_coordinator	fleet_coordinator	3497977	1215581	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	99912d80cd27cbf7a80b6b3cf4526c08b682a63dd306294e0d8a2816eaa5b767	7c7c37fff6ba4522e3ec8f01cb64e3ad2f209e70deb354ffae5b82e4dfeee1dc	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182054	3468047	201465	5324
b1-08-endpoint-candid-type-construction	baseline	a	canonical_wasm_store	wasm_store	2452131	890086	2254620	177039	4283	4244	4244	840	839	11	10	12459	5	9917751b526409179968fc949232ad9961f5e52948a0aa864d56061caaed3fd8	48609888291021b47252993b9f3ff58a18aa0457ba3c2802dcb56be6357b4d21	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2608460	870170	2408151	179229	4922
b1-08-endpoint-candid-type-construction	baseline	a	runtime_probe	test	2410149	873810	2198713	188792	4231	4192	4192	857	856	15	14	14496	9	ff5f84b89426b88decf5cb71bb89996d8cc7c155dbb641657e54afbeb41c09ee	136e0d04b02758c808ba464fb00f7c8cb7b79b750c8b394d9568f67e7244a0a2	39b18ad0b2589f36dd6b46cb1ae6704d83e6893fb224bda2daf189d952e1f96b	2567082	859514	2352657	191253	4779
b1-08-endpoint-candid-type-construction	baseline	a	payload_limit_probe	test	1987360	728355	1800078	171081	3541	3504	3504	749	748	12	11	9225	2	4a1a2bad3f0ac4358a1198361dde82fa8e55e34098e266799077f9adab7dfb4c	39f9d7102d80cb8b7443fc80034e043264a4b8620c79575ec966bd1006fba853	fb5a55c930325f32d26ae91a49a6e47ebd3db4ea79290d07a21bb54d7ff6d0a9	2115295	713974	1925363	173261	4038
b1-08-endpoint-candid-type-construction	baseline	a	blob_storage_probe	test	2299189	834324	2092495	182177	3989	3950	3950	828	827	25	24	16015	19	d8da9e699c21330612e53ca4a794097ee313770f744c0ee32034c2be027f649b	688232298e8342de2fef174f053e4ed0839880ffcec668d419c8e3f8443d6080	607642a82f5792b88be3d15b0de7eb179b94a67bb290693700a62888a87a51a8	2446304	817735	2236858	184381	4549
b1-08-endpoint-candid-type-construction	baseline	b	canonical_app	app	2887549	1039137	2650724	200093	4709	4672	4672	922	921	10	9	28177	4	bb351fb60f67a88b52f8e3052fb403731dfdffe1b7db821032a5d1799e03871d	011479996402a886828968e3df4fd846fef7aa70183f856d8f8e08f7c402bf3a	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020387	2827346	202577	5369
b1-08-endpoint-candid-type-construction	baseline	b	canonical_index_hub	index_hub	2672334	960721	2444607	191666	4385	4346	4346	860	859	10	9	27959	4	ad7b4145884916dd52cb99624b72d1cd82c0d468b1c6e5d5f413a7cb340cfb5e	1aadc85a2be1e665a8f824716e5d0c8082d63b09db269c37d0cacde843513306	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843246	943284	2612651	193889	5056
b1-08-endpoint-candid-type-construction	baseline	b	canonical_test	test	3202109	1140086	2944773	214162	5228	5189	5189	973	972	12	11	33804	6	0fb255359585ff74dd8e09e53b27bb524d38bd5ad045f8a621ac0d8c34e8d902	259d2b99c7e9f02e939682d9580e56a2341015a99887a87996fd8621bd64a12d	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403364	1119895	3142734	216757	5940
b1-08-endpoint-candid-type-construction	baseline	b	canonical_user_hub	user_hub	3330830	1188804	3072247	218326	5512	5473	5473	980	979	15	14	30421	9	b4a8b5f077d78bc6767e3656ac39d4ed11edb3fa6865ae63e7c5f9ce30970d81	6e443e75802b66d6cf8c6a3bfd831495d709a19b9b58b5778ad20ab077a071bf	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538932	1171822	3276982	220977	6256
b1-08-endpoint-candid-type-construction	baseline	b	canonical_scale_hub	scale_hub	3252094	1158180	2997048	215925	5334	5295	5295	965	964	12	11	29665	6	6b8362dc56e561112900b3b846966f5c29114898fe491966d7b695f51f08400b	d93b8659aa1899bb4f5769ce35c2776d31bd5ea740b40731b4f2c7c55d427063	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457162	1141705	3198807	218533	6062
b1-08-endpoint-candid-type-construction	baseline	b	canonical_index_child	index_child	2443611	886146	2224620	184774	4035	3996	3996	837	836	10	9	26552	4	f1afdacd6e6a1bfe71849a75ccf71547635afffb926cfb3c5ca1ef5cd3f40365	11046aa83b7302e63615b1c8e06734f7d536172e0126f69748068573f5719b91	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868741	2378085	186873	4653
b1-08-endpoint-candid-type-construction	baseline	b	canonical_user_shard	user_shard	3259177	1161343	3001399	214776	5384	5341	5341	977	976	14	13	33290	8	b9b1857624709613e7c00fed92195b0d12119268faed07eb6741d514367a7e32	3faf1d1ba6dbcfb550c7bbfbfda281081e4c8bb90d21533ce24b2144b6b89d78	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464318	1140835	3203202	217405	6103
b1-08-endpoint-candid-type-construction	baseline	b	canonical_scale_replica	scale_replica	2898271	1044103	2660428	200449	4737	4700	4700	925	924	11	10	28760	5	4e100c50b37e5abd697d27247a12ad0d2d10f7c2c4c2467bdc5688f0fbc549f5	ac37daeb7121bf0ba051c9550629126c618102db16692a859da68fa6f9f73f69	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025136	2837328	202969	5399
b1-08-endpoint-candid-type-construction	baseline	b	canonical_root	root	7097219	2523572	6659745	333854	9641	9596	9596	1652	1651	12	11	88042	6	f712cc5c0cc57003fcbba29e9f2a17f24e210953355c4d2719be90b5cb5cf416	473428e14604d1d5b56b80c6137c35d9aee5ba2fdf7f906579f0adf553555fd2	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7543047	2454667	7100962	337125	10983
