index,bucket_start,bucket_start_offset_ns,bucket_duration_ns,source_x_px,source_y_px,height_px,height_ppm,target_visible_cycles_per_second,target_visible_Bcycles_per_second
302,08:25:40.465,30340465116279,100465116279,302,109.513,31.986,659518,132975900000,132.975900000
303,08:27:20.930,30440930232558,100465116279,303,109.000,32.499,670096,133504800000,133.504800000
304,08:29:01.395,30541395348837,100465116279,304,108.462,33.037,681189,134059450000,134.059450000
305,08:30:41.860,30641860465116,100465116279,305,107.533,33.966,700344,135017200000,135.017200000
306,08:32:22.325,30742325581395,100465116279,306,107.000,34.499,711334,135566700000,135.566700000
307,08:34:02.790,30842790697674,100465116279,307,106.488,35.011,721891,136094550000,136.094550000
308,08:35:43.255,30943255813953,100465116279,308,106.000,35.499,731953,136597650000,136.597650000
309,08:37:23.720,31043720930232,100465116279,309,105.446,36.053,743376,137168800000,137.168800000
310,08:39:04.186,31144186046511,100465116279,310,104.550,36.949,761850,138092500000,138.092500000
311,08:40:44.651,31244651162790,100465116279,311,104.455,37.044,763809,138190450000,138.190450000
312,08:42:25.116,31345116279069,100465116279,312,104.520,36.979,762469,138123450000,138.123450000
313,08:44:05.581,31445581395348,100465116279,313,105.438,36.061,743541,137177050000,137.177050000
314,08:45:46.046,31546046511627,100465116279,314,105.547,35.952,741293,137064650000,137.064650000
315,08:47:26.511,31646511627906,100465116280,315,106.483,35.016,721994,136099700000,136.099700000
316,08:49:06.976,31746976744186,100465116279,316,107.000,34.499,711334,135566700000,135.566700000
317,08:50:47.441,31847441860465,100465116279,317,107.450,34.049,702055,135102750000,135.102750000
318,08:52:27.906,31947906976744,100465116279,318,107.006,34.493,711210,135560500000,135.560500000
319,08:54:08.372,32048372093023,100465116279,319,106.492,35.007,721808,136090400000,136.090400000
320,08:55:48.837,32148837209302,100465116279,320,105.543,35.956,741376,137068800000,137.068800000
321,08:57:29.302,32249302325581,100465116279,321,105.466,36.033,742963,137148150000,137.148150000
322,08:59:09.767,32349767441860,100465116279,322,104.494,37.005,763005,138150250000,138.150250000
323,09:00:50.232,32450232558139,100465116279,323,104.000,37.499,773191,138659550000,138.659550000
324,09:02:30.697,32550697674418,100465116279,324,103.436,38.063,784820,139241000000,139.241000000
325,09:04:11.162,32651162790697,100465116279,325,102.534,38.965,803418,140170900000,140.170900000
326,09:05:51.627,32751627906976,100465116279,326,101.567,39.932,823357,141167850000,141.167850000
327,09:07:32.093,32852093023255,100465116279,327,101.475,40.024,825254,141262700000,141.262700000
328,09:09:12.558,32952558139534,100465116279,328,100.499,41.000,845378,142268900000,142.268900000
329,09:10:53.023,33053023255813,100465116280,329,99.485,42.014,866285,143314250000,143.314250000
330,09:12:33.488,33153488372093,100465116279,330,97.958,43.541,897771,144888550000,144.888550000
331,09:14:13.953,33253953488372,100465116279,331,96.911,44.588,919359,145967950000,145.967950000
332,09:15:54.418,33354418604651,100465116279,332,95.022,46.477,958308,147915400000,147.915400000
333,09:17:34.883,33454883720930,100465116279,333,93.947,47.552,980473,149023650000,149.023650000
334,09:19:15.348,33555348837209,100465116279,334,93.455,48.044,990618,149530900000,149.530900000
335,09:20:55.813,33655813953488,100465116279,335,93.438,48.061,990968,149548400000,149.548400000
336,09:22:36.279,33756279069767,100465116279,336,93.000,48.499,1000000,150000000000,150.000000000
337,09:24:16.744,33856744186046,100465116279,337,93.000,48.499,1000000,150000000000,150.000000000
338,09:25:57.209,33957209302325,100465116279,338,93.000,48.499,1000000,150000000000,150.000000000
339,09:27:37.674,34057674418604,100465116279,339,93.000,48.499,1000000,150000000000,150.000000000
340,09:29:18.139,34158139534883,100465116279,340,93.000,48.499,1000000,150000000000,150.000000000
341,09:30:58.604,34258604651162,100465116279,341,93.000,48.499,1000000,150000000000,150.000000000
342,09:32:39.069,34359069767441,100465116279,342,93.000,48.499,1000000,150000000000,150.000000000
343,09:34:19.534,34459534883720,100465116280,343,93.430,48.069,991133,149556650000,149.556650000
344,09:36:00.000,34560000000000,100465116279,344,93.467,48.032,990370,149518500000,149.518500000
345,09:37:40.465,34660465116279,100465116279,345,93.550,47.949,988659,149432950000,149.432950000
346,09:39:20.930,34760930232558,100465116279,346,94.527,46.972,968514,148425700000,148.425700000
347,09:41:01.395,34861395348837,100465116279,347,95.528,45.971,947875,147393750000,147.393750000
348,09:42:41.860,34961860465116,100465116279,348,96.517,44.982,927483,146374150000,146.374150000
349,09:44:22.325,35062325581395,100465116279,349,97.526,43.973,906678,145333900000,145.333900000
350,09:46:02.790,35162790697674,100465116279,350,98.510,42.989,886389,144319450000,144.319450000
351,09:47:43.255,35263255813953,100465116279,351,99.531,41.968,865337,143266850000,143.266850000
352,09:49:23.720,35363720930232,100465116279,352,100.532,40.967,844697,142234850000,142.234850000
353,09:51:04.186,35464186046511,100465116279,353,101.493,40.006,824882,141244100000,141.244100000
354,09:52:44.651,35564651162790,100465116279,354,102.499,39.000,804140,140207000000,140.207000000
355,09:54:25.116,35665116279069,100465116279,355,103.000,38.499,793810,139690500000,139.690500000
356,09:56:05.581,35765581395348,100465116279,356,102.553,38.946,803026,140151300000,140.151300000
357,09:57:46.046,35866046511627,100465116279,357,102.000,39.499,814429,140721450000,140.721450000
358,09:59:26.511,35966511627906,100465116280,358,101.480,40.019,825151,141257550000,141.257550000
359,10:01:06.976,36066976744186,100465116279,359,100.508,40.991,845192,142259600000,142.259600000
360,10:02:47.441,36167441860465,100465116279,360,99.568,41.931,864574,143228700000,143.228700000
361,10:04:27.906,36267906976744,100465116279,361,99.540,41.959,865151,143257550000,143.257550000
362,10:06:08.372,36368372093023,100465116279,362,99.570,41.929,864533,143226650000,143.226650000
363,10:07:48.837,36468837209302,100465116279,363,100.509,40.990,845172,142258600000,142.258600000
364,10:09:29.302,36569302325581,100465116279,364,101.453,40.046,825707,141285350000,141.285350000
365,10:11:09.767,36669767441860,100465116279,365,102.491,39.008,804305,140215250000,140.215250000
366,10:12:50.232,36770232558139,100465116279,366,104.000,37.499,773191,138659550000,138.659550000
367,10:14:30.697,36870697674418,100465116279,367,105.512,35.987,742015,137100750000,137.100750000
368,10:16:11.162,36971162790697,100465116279,368,107.048,34.451,710344,135517200000,135.517200000
369,10:17:51.627,37071627906976,100465116279,369,109.028,32.471,669518,133475900000,133.475900000
370,10:19:32.093,37172093023255,100465116279,370,110.991,30.508,629043,131452150000,131.452150000
371,10:21:12.558,37272558139534,100465116279,371,112.480,29.019,598342,129917100000,129.917100000
372,10:22:53.023,37373023255813,100465116280,372,114.012,27.487,566753,128337650000,128.337650000
373,10:24:33.488,37473488372093,100465116279,373,115.968,25.531,526423,126321150000,126.321150000
374,10:26:13.953,37573953488372,100465116279,374,117.922,23.577,486133,124306650000,124.306650000
375,10:27:54.418,37674418604651,100465116279,375,119.471,22.028,454194,122709700000,122.709700000
376,10:29:34.883,37774883720930,100465116279,376,121.006,20.493,422544,121127200000,121.127200000
377,10:31:15.348,37875348837209,100465116279,377,122.940,18.559,382667,119133350000,119.133350000
378,10:32:55.813,37975813953488,100465116279,378,124.037,17.462,360048,118002400000,118.002400000
379,10:34:36.279,38076279069767,100465116279,379,125.488,16.011,330130,116506500000,116.506500000
380,10:36:16.744,38176744186046,100465116279,380,125.490,16.009,330089,116504450000,116.504450000
381,10:37:57.209,38277209302325,100465116279,381,124.506,16.993,350378,117518900000,117.518900000
382,10:39:37.674,38377674418604,100465116279,382,123.530,17.969,370502,118525100000,118.525100000
383,10:41:18.139,38478139534883,100465116279,383,122.567,18.932,390358,119517900000,119.517900000
384,10:42:58.604,38578604651162,100465116279,384,122.433,19.066,393121,119656050000,119.656050000
385,10:44:39.069,38679069767441,100465116279,385,121.453,20.046,413328,120666400000,120.666400000
386,10:46:19.534,38779534883720,100465116280,386,120.469,21.030,433617,121680850000,121.680850000
387,10:48:00.000,38880000000000,100465116279,387,119.514,21.985,453308,122665400000,122.665400000
388,10:49:40.465,38980465116279,100465116279,388,118.559,22.940,472999,123649950000,123.649950000
389,10:51:20.930,39080930232558,100465116279,389,118.437,23.062,475514,123775700000,123.775700000
390,10:53:01.395,39181395348837,100465116279,390,117.535,23.964,494113,124705650000,124.705650000
391,10:54:41.860,39281860465116,100465116279,391,117.509,23.990,494649,124732450000,124.732450000
392,10:56:22.325,39382325581395,100465116279,392,117.000,24.499,505144,125257200000,125.257200000
393,10:58:02.790,39482790697674,100465116279,393,117.000,24.499,505144,125257200000,125.257200000
394,10:59:43.255,39583255813953,100465116279,394,116.533,24.966,514773,125738650000,125.738650000
395,11:01:23.720,39683720930232,100465116279,395,116.494,25.005,515577,125778850000,125.778850000
396,11:03:04.186,39784186046511,100465116279,396,116.459,25.040,516299,125814950000,125.814950000
397,11:04:44.651,39884651162790,100465116279,397,116.000,25.499,525763,126288150000,126.288150000
398,11:06:25.116,39985116279069,100465116279,398,115.540,25.959,535248,126762400000,126.762400000
399,11:08:05.581,40085581395348,100465116279,399,115.504,25.995,535990,126799500000,126.799500000
400,11:09:46.046,40186046511627,100465116279,400,115.000,26.499,546382,127319100000,127.319100000
401,11:11:26.511,40286511627906,100465116280,401,115.000,26.499,546382,127319100000,127.319100000
402,11:13:06.976,40386976744186,100465116279,402,114.565,26.934,555351,127767550000,127.767550000
403,11:14:47.441,40487441860465,100465116279,403,114.507,26.992,556547,127827350000,127.827350000
404,11:16:27.906,40587906976744,100465116279,404,114.457,27.042,557578,127878900000,127.878900000
405,11:18:08.372,40688372093023,100465116279,405,114.000,27.499,567001,128350050000,128.350050000
406,11:19:48.837,40788837209302,100465116279,406,114.000,27.499,567001,128350050000,128.350050000
407,11:21:29.302,40889302325581,100465116279,407,113.555,27.944,576176,128808800000,128.808800000
408,11:23:09.767,40989767441860,100465116279,408,113.438,28.061,578589,128929450000,128.929450000
409,11:24:50.232,41090232558139,100465116279,409,113.000,28.499,587620,129381000000,129.381000000
410,11:26:30.697,41190697674418,100465116279,410,113.000,28.499,587620,129381000000,129.381000000
411,11:28:11.162,41291162790697,100465116279,411,112.566,28.933,596569,129828450000,129.828450000
412,11:29:51.627,41391627906976,100465116279,412,112.560,28.939,596692,129834600000,129.834600000
413,11:31:32.093,41492093023255,100465116279,413,113.000,28.499,587620,129381000000,129.381000000
414,11:33:12.558,41592558139534,100465116279,414,113.000,28.499,587620,129381000000,129.381000000
415,11:34:53.023,41693023255813,100465116280,415,113.000,28.499,587620,129381000000,129.381000000
416,11:36:33.488,41793488372093,100465116279,416,113.465,28.034,578032,128901600000,128.901600000
417,11:38:13.953,41893953488372,100465116279,417,113.490,28.009,577517,128875850000,128.875850000
418,11:39:54.418,41994418604651,100465116279,418,113.524,27.975,576816,128840800000,128.840800000
419,11:41:34.883,42094883720930,100465116279,419,113.556,27.943,576156,128807800000,128.807800000
420,11:43:15.348,42195348837209,100465116279,420,114.000,27.499,567001,128350050000,128.350050000
421,11:44:55.813,42295813953488,100465116279,421,114.000,27.499,567001,128350050000,128.350050000
422,11:46:36.279,42396279069767,100465116279,422,114.437,27.062,557990,127899500000,127.899500000
423,11:48:16.744,42496744186046,100465116279,423,114.446,27.053,557805,127890250000,127.890250000
424,11:49:57.209,42597209302325,100465116279,424,114.517,26.982,556341,127817050000,127.817050000
425,11:51:37.674,42697674418604,100465116279,425,114.537,26.962,555928,127796400000,127.796400000
426,11:53:18.139,42798139534883,100465116279,426,114.566,26.933,555331,127766550000,127.766550000
427,11:54:58.604,42898604651162,100465116279,427,115.000,26.499,546382,127319100000,127.319100000
428,11:56:39.069,42999069767441,100465116279,428,115.000,26.499,546382,127319100000,127.319100000
429,11:58:19.534,43099534883720,100465116280,429,115.431,26.068,537495,126874750000,126.874750000
430,12:00:00.000,43200000000000,100465116279,430,115.467,26.032,536753,126837650000,126.837650000
431,12:01:40.465,43300465116279,100465116279,431,115.496,26.003,536155,126807750000,126.807750000
432,12:03:20.930,43400930232558,100465116279,432,115.566,25.933,534712,126735600000,126.735600000
433,12:05:01.395,43501395348837,100465116279,433,116.000,25.499,525763,126288150000,126.288150000
434,12:06:41.860,43601860465116,100465116279,434,116.000,25.499,525763,126288150000,126.288150000
435,12:08:22.325,43702325581395,100465116279,435,116.000,25.499,525763,126288150000,126.288150000
436,12:10:02.790,43802790697674,100465116279,436,116.444,25.055,516608,125830400000,125.830400000
437,12:11:43.255,43903255813953,100465116279,437,116.480,25.019,515866,125793300000,125.793300000
438,12:13:23.720,44003720930232,100465116279,438,116.521,24.978,515020,125751000000,125.751000000
439,12:15:04.186,44104186046511,100465116279,439,116.546,24.953,514505,125725250000,125.725250000
440,12:16:44.651,44204651162790,100465116279,440,117.000,24.499,505144,125257200000,125.257200000
441,12:18:25.116,44305116279069,100465116279,441,117.000,24.499,505144,125257200000,125.257200000
442,12:20:05.581,44405581395348,100465116279,442,117.000,24.499,505144,125257200000,125.257200000
443,12:21:46.046,44506046511627,100465116279,443,117.446,24.053,495948,124797400000,124.797400000
444,12:23:26.511,44606511627906,100465116280,444,117.487,24.012,495102,124755100000,124.755100000
445,12:25:06.976,44706976744186,100465116279,445,117.524,23.975,494340,124717000000,124.717000000
446,12:26:47.441,44807441860465,100465116279,446,117.556,23.943,493680,124684000000,124.684000000
447,12:28:27.906,44907906976744,100465116279,447,118.000,23.499,484525,124226250000,124.226250000
448,12:30:08.372,45008372093023,100465116279,448,118.000,23.499,484525,124226250000,124.226250000
449,12:31:48.837,45108837209302,100465116279,449,118.000,23.499,484525,124226250000,124.226250000
450,12:33:29.302,45209302325581,100465116279,450,118.000,23.499,484525,124226250000,124.226250000
451,12:35:09.767,45309767441860,100465116279,451,117.550,23.949,493803,124690150000,124.690150000
452,12:36:50.232,45410232558139,100465116279,452,117.492,24.007,494999,124749950000,124.749950000
453,12:38:30.697,45510697674418,100465116279,453,117.433,24.066,496216,124810800000,124.810800000
454,12:40:11.162,45611162790697,100465116279,454,117.000,24.499,505144,125257200000,125.257200000
455,12:41:51.627,45711627906976,100465116279,455,116.558,24.941,514258,125712900000,125.712900000
456,12:43:32.093,45812093023255,100465116279,456,116.486,25.013,515742,125787100000,125.787100000
457,12:45:12.558,45912558139534,100465116279,457,116.460,25.039,516278,125813900000,125.813900000
458,12:46:53.023,46013023255813,100465116280,458,116.000,25.499,525763,126288150000,126.288150000
459,12:48:33.488,46113488372093,100465116279,459,116.000,25.499,525763,126288150000,126.288150000
460,12:50:13.953,46213953488372,100465116279,460,115.516,25.983,535743,126787150000,126.787150000
461,12:51:54.418,46314418604651,100465116279,461,115.459,26.040,536918,126845900000,126.845900000
462,12:53:34.883,46414883720930,100465116279,462,115.000,26.499,546382,127319100000,127.319100000
463,12:55:15.348,46515348837209,100465116279,463,115.000,26.499,546382,127319100000,127.319100000
464,12:56:55.813,46615813953488,100465116279,464,114.553,26.946,555599,127779950000,127.779950000
465,12:58:36.279,46716279069767,100465116279,465,114.496,27.003,556774,127838700000,127.838700000
466,13:00:16.744,46816744186046,100465116279,466,114.463,27.036,557454,127872700000,127.872700000
467,13:01:57.209,46917209302325,100465116279,467,114.506,26.993,556568,127828400000,127.828400000
468,13:03:37.674,47017674418604,100465116279,468,115.453,26.046,537042,126852100000,126.852100000
469,13:05:18.139,47118139534883,100465116279,469,116.000,25.499,525763,126288150000,126.288150000
470,13:06:58.604,47218604651162,100465116279,470,116.937,24.562,506443,125322150000,125.322150000
471,13:08:39.069,47319069767441,100465116279,471,117.496,24.003,494917,124745850000,124.745850000
472,13:10:19.534,47419534883720,100465116280,472,118.534,22.965,473514,123675700000,123.675700000
473,13:12:00.000,47520000000000,100465116279,473,119.485,22.014,453906,122695300000,122.695300000
474,13:13:40.465,47620465116279,100465116279,474,120.439,21.060,434235,121711750000,121.711750000
475,13:15:20.930,47720930232558,100465116279,475,121.010,20.489,422462,121123100000,121.123100000
476,13:17:01.395,47821395348837,100465116279,476,121.550,19.949,411328,120566400000,120.566400000
477,13:18:41.860,47921860465116,100465116279,477,122.539,18.960,390935,119546750000,119.546750000
478,13:20:22.325,48022325581395,100465116279,478,123.506,17.993,370997,118549850000,118.549850000
479,13:22:02.790,48122790697674,100465116279,479,124.490,17.009,350708,117535400000,117.535400000
480,13:23:43.255,48223255813953,100465116279,480,125.495,16.004,329986,116499300000,116.499300000
481,13:25:23.720,48323720930232,100465116279,481,126.492,15.007,309429,115471450000,115.471450000
482,13:27:04.186,48424186046511,100465116279,482,127.432,14.067,290047,114502350000,114.502350000
483,13:28:44.651,48524651162790,100465116279,483,127.565,13.934,287304,114365200000,114.365200000
484,13:30:25.116,48625116279069,100465116279,484,128.503,12.996,267964,113398200000,113.398200000
485,13:32:05.581,48725581395348,100465116279,485,129.477,12.022,247881,112394050000,112.394050000
486,13:33:46.046,48826046511627,100465116279,486,130.007,11.492,236953,111847650000,111.847650000
487,13:35:26.511,48926511627906,100465116280,487,130.529,10.970,226190,111309500000,111.309500000
488,13:37:06.976,49026976744186,100465116279,488,131.486,10.013,206457,110322850000,110.322850000
489,13:38:47.441,49127441860465,100465116279,489,132.452,9.047,186539,109326950000,109.326950000
490,13:40:27.906,49227906976744,100465116279,490,132.545,8.954,184622,109231100000,109.231100000
491,13:42:08.372,49328372093023,100465116279,491,133.505,7.994,164828,108241400000,108.241400000
492,13:43:48.837,49428837209302,100465116279,492,134.000,7.499,154621,107731050000,107.731050000
493,13:45:29.302,49529302325581,100465116279,493,134.000,7.499,154621,107731050000,107.731050000
494,13:47:09.767,49629767441860,100465116279,494,133.511,7.988,164704,108235200000,108.235200000
495,13:48:50.232,49730232558139,100465116279,495,133.462,8.037,165714,108285700000,108.285700000
496,13:50:30.697,49830697674418,100465116279,496,132.524,8.975,185055,109252750000,109.252750000
497,13:52:11.162,49931162790697,100465116279,497,132.474,9.025,186086,109304300000,109.304300000
498,13:53:51.627,50031627906976,100465116279,498,132.000,9.499,195859,109792950000,109.792950000
499,13:55:32.093,50132093023255,100465116279,499,131.521,9.978,205736,110286800000,110.286800000
500,13:57:12.558,50232558139534,100465116279,500,131.543,9.956,205282,110264100000,110.264100000
501,13:58:53.023,50333023255813,100465116280,501,132.456,9.043,186457,109322850000,109.322850000
502,14:00:33.488,50433488372093,100465116279,502,132.996,8.503,175323,108766150000,108.766150000
503,14:02:13.953,50533953488372,100465116279,503,133.512,7.987,164683,108234150000,108.234150000
504,14:03:54.418,50634418604651,100465116279,504,134.482,7.017,144683,107234150000,107.234150000
505,14:05:34.883,50734883720930,100465116279,505,135.003,6.496,133940,106697000000,106.697000000
506,14:07:15.348,50835348837209,100465116279,506,135.510,5.989,123487,106174350000,106.174350000
507,14:08:55.813,50935813953488,100465116279,507,136.496,5.003,103156,105157800000,105.157800000
508,14:10:36.279,51036279069767,100465116279,508,136.556,4.943,101919,105095950000,105.095950000
509,14:12:16.744,51136744186046,100465116279,509,137.502,3.997,82414,104120700000,104.120700000
510,14:13:57.209,51237209302325,100465116279,510,137.549,3.950,81444,104072200000,104.072200000
511,14:15:37.674,51337674418604,100465116279,511,137.505,3.994,82352,104117600000,104.117600000
512,14:17:18.139,51438139534883,100465116279,512,136.006,5.493,113260,105663000000,105.663000000
513,14:18:58.604,51538604651162,100465116279,513,134.949,6.550,135054,106752700000,106.752700000
514,14:20:39.069,51639069767441,100465116279,514,133.033,8.466,174560,108728000000,108.728000000
515,14:22:19.534,51739534883720,100465116280,515,131.995,9.504,195962,109798100000,109.798100000
516,14:24:00.000,51840000000000,100465116279,516,130.928,10.571,217963,110898150000,110.898150000
517,14:25:40.465,51940465116279,100465116279,517,129.015,12.484,257407,112870350000,112.870350000
518,14:27:20.930,52040930232558,100465116279,518,128.010,13.489,278129,113906450000,113.906450000
519,14:29:01.395,52141395348837,100465116279,519,126.532,14.967,308604,115430200000,115.430200000
520,14:30:41.860,52241860465116,100465116279,520,125.000,16.499,340192,117009600000,117.009600000
521,14:32:22.325,52342325581395,100465116279,521,124.443,17.056,351677,117583850000,117.583850000
522,14:34:02.790,52442790697674,100465116279,522,124.000,17.499,360811,118040550000,118.040550000
523,14:35:43.255,52543255813953,100465116279,523,123.531,17.968,370481,118524050000,118.524050000
524,14:37:23.720,52643720930232,100465116279,524,123.479,18.020,371554,118577700000,118.577700000
525,14:39:04.186,52744186046511,100465116279,525,123.435,18.064,372461,118623050000,118.623050000
526,14:40:44.651,52844651162790,100465116279,526,123.000,18.499,381430,119071500000,119.071500000
527,14:42:25.116,52945116279069,100465116279,527,123.000,18.499,381430,119071500000,119.071500000
528,14:44:05.581,53045581395348,100465116279,528,122.572,18.927,390255,119512750000,119.512750000
529,14:45:46.046,53146046511627,100465116279,529,122.537,18.962,390977,119548850000,119.548850000
530,14:47:26.511,53246511627906,100465116280,530,122.488,19.011,391987,119599350000,119.599350000
531,14:49:06.976,53346976744186,100465116279,531,122.439,19.060,392997,119649850000,119.649850000
532,14:50:47.441,53447441860465,100465116279,532,122.000,19.499,402049,120102450000,120.102450000
533,14:52:27.906,53547906976744,100465116279,533,122.000,19.499,402049,120102450000,120.102450000
534,14:54:08.372,53648372093023,100465116279,534,121.559,19.940,411142,120557100000,120.557100000
535,14:55:48.837,53748837209302,100465116279,535,121.527,19.972,411802,120590100000,120.590100000
536,14:57:29.302,53849302325581,100465116279,536,121.451,20.048,413369,120668450000,120.668450000
537,14:59:09.767,53949767441860,100465116279,537,121.000,20.499,422668,121133400000,121.133400000
538,15:00:50.232,54050232558139,100465116279,538,121.000,20.499,422668,121133400000,121.133400000
539,15:02:30.697,54150697674418,100465116279,539,121.000,20.499,422668,121133400000,121.133400000
540,15:04:11.162,54251162790697,100465116279,540,120.543,20.956,432091,121604550000,121.604550000
541,15:05:51.627,54351627906976,100465116279,541,120.491,21.008,433163,121658150000,121.658150000
542,15:07:32.093,54452093023255,100465116279,542,120.437,21.062,434276,121713800000,121.713800000
543,15:09:12.558,54552558139534,100465116279,543,120.000,21.499,443287,122164350000,122.164350000
544,15:10:53.023,54653023255813,100465116280,544,119.519,21.980,453205,122660250000,122.660250000
545,15:12:33.488,54753488372093,100465116279,545,119.432,22.067,454999,122749950000,122.749950000
546,15:14:13.953,54853953488372,100465116279,546,118.522,22.977,473762,123688100000,123.688100000
547,15:15:54.418,54954418604651,100465116279,547,118.430,23.069,475659,123782950000,123.782950000
548,15:17:34.883,55054883720930,100465116279,548,117.531,23.968,494195,124709750000,124.709750000
549,15:19:15.348,55155348837209,100465116279,549,117.441,24.058,496051,124802550000,124.802550000
550,15:20:55.813,55255813953488,100465116279,550,116.519,24.980,515062,125753100000,125.753100000
551,15:22:36.279,55356279069767,100465116279,551,116.437,25.062,516752,125837600000,125.837600000
552,15:24:16.744,55456744186046,100465116279,552,115.500,25.999,536072,126803600000,126.803600000
553,15:25:57.209,55557209302325,100465116279,553,115.000,26.499,546382,127319100000,127.319100000
554,15:27:37.674,55657674418604,100465116279,554,114.485,27.014,557001,127850050000,127.850050000
555,15:29:18.139,55758139534883,100465116279,555,114.000,27.499,567001,128350050000,128.350050000
556,15:30:58.604,55858604651162,100465116279,556,113.495,28.004,577413,128870650000,128.870650000
557,15:32:39.069,55959069767441,100465116279,557,113.000,28.499,587620,129381000000,129.381000000
558,15:34:19.534,56059534883720,100465116280,558,112.492,29.007,598094,129904700000,129.904700000
559,15:36:00.000,56160000000000,100465116279,559,112.000,29.499,608239,130411950000,130.411950000
560,15:37:40.465,56260465116279,100465116279,560,111.456,30.043,619456,130972800000,130.972800000
561,15:39:20.930,56360930232558,100465116279,561,111.000,30.499,628858,131442900000,131.442900000
562,15:41:01.395,56461395348837,100465116279,562,110.496,31.003,639250,131962500000,131.962500000
563,15:42:41.860,56561860465116,100465116279,563,110.000,31.499,649477,132473850000,132.473850000
564,15:44:22.325,56662325581395,100465116279,564,109.557,31.942,658611,132930550000,132.930550000
565,15:46:02.790,56762790697674,100465116279,565,109.549,31.950,658776,132938800000,132.938800000
566,15:47:43.255,56863255813953,100465116279,566,110.487,31.012,639435,131971750000,131.971750000
567,15:49:23.720,56963720930232,100465116279,567,110.559,30.940,637951,131897550000,131.897550000
568,15:51:04.186,57064186046511,100465116279,568,111.521,29.978,618115,130905750000,130.905750000
569,15:52:44.651,57164651162790,100465116279,569,112.433,29.066,599311,129965550000,129.965550000
570,15:54:25.116,57265116279069,100465116279,570,112.549,28.950,596919,129845950000,129.845950000
571,15:56:05.581,57365581395348,100465116279,571,113.484,28.015,577640,128882000000,128.882000000
572,15:57:46.046,57466046511627,100465116279,572,114.441,27.058,557908,127895400000,127.895400000
573,15:59:26.511,57566511627906,100465116280,573,114.544,26.955,555784,127789200000,127.789200000
574,16:01:06.976,57666976744186,100465116279,574,115.489,26.010,536299,126814950000,126.814950000
575,16:02:47.441,57767441860465,100465116279,575,116.000,25.499,525763,126288150000,126.288150000
576,16:04:27.906,57867906976744,100465116279,576,116.566,24.933,514093,125704650000,125.704650000
577,16:06:08.372,57968372093023,100465116279,577,117.508,23.991,494669,124733450000,124.733450000
578,16:07:48.837,58068837209302,100465116279,578,118.000,23.499,484525,124226250000,124.226250000
579,16:09:29.302,58169302325581,100465116279,579,118.566,22.933,472855,123642750000,123.642750000
580,16:11:09.767,58269767441860,100465116279,580,119.472,22.027,454174,122708700000,122.708700000
581,16:12:50.232,58370232558139,100465116279,581,120.000,21.499,443287,122164350000,122.164350000
582,16:14:30.697,58470697674418,100465116279,582,120.518,20.981,432606,121630300000,121.630300000
583,16:16:11.162,58571162790697,100465116279,583,121.460,20.039,413183,120659150000,120.659150000
584,16:17:51.627,58671627906976,100465116279,584,122.000,19.499,402049,120102450000,120.102450000
585,16:19:32.093,58772093023255,100465116279,585,122.518,18.981,391368,119568400000,119.568400000
586,16:21:12.558,58872558139534,100465116279,586,123.446,18.053,372234,118611700000,118.611700000
587,16:22:53.023,58973023255813,100465116280,587,124.000,17.499,360811,118040550000,118.040550000
588,16:24:33.488,59073488372093,100465116279,588,124.511,16.988,350275,117513750000,117.513750000
589,16:26:13.953,59173953488372,100465116279,589,125.453,16.046,330852,116542600000,116.542600000
590,16:27:54.418,59274418604651,100465116279,590,126.000,15.499,319573,115978650000,115.978650000
591,16:29:34.883,59374883720930,100465116279,591,126.509,14.990,309078,115453900000,115.453900000
592,16:31:15.348,59475348837209,100465116279,592,127.000,14.499,298954,114947700000,114.947700000
593,16:32:55.813,59575813953488,100465116279,593,127.561,13.938,287387,114369350000,114.369350000
594,16:34:36.279,59676279069767,100465116279,594,127.566,13.933,287284,114364200000,114.364200000
595,16:36:16.744,59776744186046,100465116279,595,127.000,14.499,298954,114947700000,114.947700000
596,16:37:57.209,59877209302325,100465116279,596,126.515,14.984,308954,115447700000,115.447700000
597,16:39:37.674,59977674418604,100465116279,597,126.000,15.499,319573,115978650000,115.978650000
598,16:41:18.139,60078139534883,100465116279,598,125.481,16.018,330274,116513700000,116.513700000
599,16:42:58.604,60178604651162,100465116279,599,124.562,16.937,349223,117461150000,117.461150000
600,16:44:39.069,60279069767441,100465116279,600,124.433,17.066,351883,117594150000,117.594150000
601,16:46:19.534,60379534883720,100465116280,601,123.558,17.941,369925,118496250000,118.496250000
602,16:48:00.000,60480000000000,100465116279,602,123.454,18.045,372069,118603450000,118.603450000
603,16:49:40.465,60580465116279,100465116279,603,122.491,19.008,391925,119596250000,119.596250000
604,16:51:20.930,60680930232558,100465116279,604,122.430,19.069,393183,119659150000,119.659150000
605,16:53:01.395,60781395348837,100465116279,605,122.000,19.499,402049,120102450000,120.102450000
606,16:54:41.860,60881860465116,100465116279,606,122.000,19.499,402049,120102450000,120.102450000
607,16:56:22.325,60982325581395,100465116279,607,122.000,19.499,402049,120102450000,120.102450000
608,16:58:02.790,61082790697674,100465116279,608,122.000,19.499,402049,120102450000,120.102450000
609,16:59:43.255,61183255813953,100465116279,609,122.000,19.499,402049,120102450000,120.102450000
610,17:01:23.720,61283720930232,100465116279,610,122.430,19.069,393183,119659150000,119.659150000
