experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-15-timer-watchdog-providers	variant	a	canonical_app	app	2220467	801336	2011147	174070	3640	3604	3604	801	800	10	9	28177	4	f5890ff15a0e73012fa3cbe334dc2f6771dea6eebe25df36b165f45c2498457d	58f617e3c5108aa9450cfb343beac475e4404b861e8eb451e3558981413eac66	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	2356605	788504	2144475	176329	4204
b1-15-timer-watchdog-providers	variant	a	canonical_index_hub	index_hub	2541385	908676	2319030	186712	4096	4058	4058	821	820	10	9	27959	4	2b37a43ab0c6a340c93289e15eb3d8ba886785e7fe68502a219616e68653017f	d9aee754522868f48867c252e4c02ed9a42b8baa19f5a0bc47a8fcb62c0fbb51	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2703548	890980	2478450	188833	4748
b1-15-timer-watchdog-providers	variant	a	canonical_test	test	2660831	949243	2429020	189917	4288	4250	4250	873	872	12	11	33804	6	0d00cd016267b81011e4b0be0b9b29ffdd510841eefff2faa2c9c2b020efcb88	11b019a5b90a507cab75419b37f1a1d4b4ae8694311444e4d57b787541a47e75	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	2832634	933539	2597748	192377	4935
b1-15-timer-watchdog-providers	variant	a	canonical_user_hub	user_hub	2909592	1031648	2671152	199231	4736	4698	4698	901	900	15	14	30421	9	49f6b9cb8642e9f39f4a17c4946b36ac4c2bc6e290ae69969f4b6556be6f0388	3e9fa541624d5c937c6a890153f6cc487c09a57c73fd09e171a226a0d099e4eb	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3095430	1016988	2853862	201709	5435
b1-15-timer-watchdog-providers	variant	a	canonical_scale_hub	scale_hub	2829997	1001819	2595104	196819	4558	4520	4520	886	885	12	11	29665	6	052ef0fbf81d3cbc1bc33d060e719e0cca6770fcc0057d72b52cb00f0360913a	9859d3a4260d04524e0cac86ec41ff7fb1c9dad5f87ae67a99f58f98bc829f25	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3012062	987520	2774091	199265	5239
b1-15-timer-watchdog-providers	variant	a	canonical_index_child	index_child	2280369	825155	2070167	176477	3694	3656	3656	787	786	10	9	26552	4	909d887df090f6db327128101f96c25a17319f4a0b71a6e6f69d1c030b1d83c4	56108479ef3b436794b2ea38819ad0dee46b6c935ef2344da293d1c69a601428	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2426100	808875	2213231	178577	4288
b1-15-timer-watchdog-providers	variant	a	canonical_user_shard	user_shard	2803080	995939	2568525	192706	4538	4496	4496	889	888	14	13	33290	8	c0853d0e1dd18cffbd7e5d6c3e4d1f0b589e73380a6f9c8e64b2aae6e28403cf	ec4f90fa8c4ce0e137f72031b0d4bbba64b02fad18b6ac148e66f246046bc1b8	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	2984678	979713	2746998	195201	5206
b1-15-timer-watchdog-providers	variant	a	canonical_scale_replica	scale_replica	2231188	806529	2020845	174431	3668	3632	3632	804	803	11	10	28760	5	44d6e919b0391cd62a5b78c3f73644a8f3ba6c8df0965a77ad5f300b7234e6fb	49cdc1f0de452235a18493be5a4eda19afc396d859073a98c873a9a816defc3b	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	2367623	793684	2154438	176721	4233
b1-15-timer-watchdog-providers	variant	a	canonical_root	root	6978821	2481810	6545753	329913	9337	9292	9292	1613	1612	12	11	88042	6	03fc283477723487806e9d83dca36d86b5333c9118d77cf4b4a1123d2a2edd27	edd77401467e2e52b3d84d8ee2633118256d5cb1a57df32f22d2be2bacafabf1	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7422085	2410106	6984350	333221	10686
b1-15-timer-watchdog-providers	variant	a	canonical_fleet_coordinator	fleet_coordinator	3497977	1215574	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	0ab05929fcad02eebc2257bda81e31fc07cdfea75837e0e497b7c4ac54f30212	f51b3c206fa2dc63b44a1a9b6caf849146ec386d78df41ce3de4f44886d38ebe	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182039	3468047	201465	5324
b1-15-timer-watchdog-providers	variant	a	canonical_wasm_store	wasm_store	2318340	836186	2126146	172142	4008	3970	3970	801	800	11	10	12459	5	5173a11d8b4ef1b17b89d09d839278142943d097d3ab4e558ddaffd014410bd3	7460d3006b96e4411e2cb39753e94a8bd8ca596a37f7399a26b564d438c4b4d8	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2464451	818548	2269385	174429	4613
b1-15-timer-watchdog-providers	variant	a	runtime_probe	test	2247766	811314	2046698	178911	3895	3857	3857	807	806	15	14	14496	9	44d8413e0e9c455e68ee97e279bd4d3f9d097bf7a4a71b501e9ed59d3a4aaf59	8549d9bc94cb6d36ed79d6078c5e6a2fb77f77749426a8b2427fc22e62a4f80c	39b18ad0b2589f36dd6b46cb1ae6704d83e6893fb224bda2daf189d952e1f96b	2394127	796954	2190054	181421	4413
