canister	kind	built_wasm_bytes	built_wasm_gz_bytes	shrunk_wasm_bytes	shrunk_wasm_gz_bytes	shrink_delta_bytes	shrink_delta_percent	built_functions	shrunk_functions	built_exports	shrunk_exports
app	leaf-canister	1886574	537082	1764427	498803	122147	6.47	3525	3525	22	22
minimal	leaf-canister	1886574	537587	1764427	498796	122147	6.47	3525	3525	22	22
user_hub	leaf-canister	2054135	593905	1921521	546399	132614	6.46	3848	3848	26	26
user_shard	leaf-canister	1999115	576388	1868555	535646	130560	6.53	3695	3695	26	26
scale_hub	leaf-canister	1949102	558750	1822952	515058	126150	6.47	3634	3634	25	25
scale	leaf-canister	1902939	543673	1779874	503681	123065	6.47	3559	3559	23	23
test	leaf-canister	1965868	565392	1837700	523349	128168	6.52	3641	3641	25	25
root	bundle-canister	4037956	1564673	3814358	1466501	223598	5.54	5857	5857	47	47
