experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-09-candid-type-documentation	baseline	a	canonical_app	app	2886269	1038979	2649550	199991	4700	4663	4663	920	919	10	9	28177	4	120736c19c6f288d1c04eb12c38ea7fcb776cab4ff03e21ecafdcc2c9b0f7865	4739f4060ccaf0bae70c9c35494aeb590aca96a81e4224e6861ebed92ded0b86	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3065898	1020220	2825943	202577	5357
b1-09-candid-type-documentation	baseline	a	canonical_index_hub	index_hub	2672278	960520	2444607	191610	4385	4346	4346	860	859	10	9	27959	4	4499165eb379c844f4abf5ef9c4c63c4b3172fed36513f67dbac18f61e781039	6e281aed1e74c9cc9622e9d1b0fff3e7f73c233ede0c2884dd6cb06f1e528f28	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943202	2612651	193761	5056
b1-09-candid-type-documentation	baseline	a	canonical_test	test	3201139	1140033	2943859	214104	5221	5182	5182	973	972	12	11	33804	6	fb768611e594f6baf86832e1f9992270682306fe8959eb7f6f7cecba9d1958af	d39a2df7cc8e943fca814ed6f4d98be2126090e5fce5868893445c5fc563bacc	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3402103	1119680	3141611	216629	5930
b1-09-candid-type-documentation	baseline	a	canonical_user_hub	user_hub	3329808	1188711	3071279	218272	5503	5464	5464	980	979	15	14	30421	9	c7c8b89eba228c38fe7e7fc1728450a42011c6652e1a72f8ccf00245db39ea65	64c10db02befe73e0a655686396a10a99c39f68d228a78ff912314a5d099b3dc	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3537615	1171671	3275805	220849	6244
b1-09-candid-type-documentation	baseline	a	canonical_scale_hub	scale_hub	3251126	1157718	2996134	215869	5327	5288	5288	965	964	12	11	29665	6	42f5cfc1ba144db5a028269f0d647e063225f5f416c0bdda617313abdd54de56	b7b0408e52c3f0fea22975e8b0ef6836189e328b1e0b2cb918e8619f798383a4	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3455901	1141411	3197684	218405	6052
b1-09-candid-type-documentation	baseline	a	canonical_index_child	index_child	2443555	885988	2224620	184718	4035	3996	3996	837	836	10	9	26552	4	5ed839d875237d2b74a4848ab798220748661005ffaf291d2da4cbad1f9d799c	7408837c8e8e49f3a4ae67a15fcabb1bccc5f3476fc440abdf16c7d00eeb8ca8	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868573	2378085	186873	4653
b1-09-candid-type-documentation	baseline	a	canonical_user_shard	user_shard	3258180	1161366	3000456	214720	5377	5334	5334	977	976	14	13	33290	8	e808e5dc4864c282f517f304497d716969fd3c5bad3bd1ee37fa141932d691ef	f3f9b13afdf2fbdc01e95fffb1976f3040a56ac9ed1b7ae264234dcfbd8443de	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3463028	1140774	3202050	217277	6093
b1-09-candid-type-documentation	baseline	a	canonical_scale_replica	scale_replica	2896997	1044057	2659254	200353	4728	4691	4691	923	922	11	10	28760	5	75f4bc3a20bde644c52ade43de906e4cd556d6ba2da69ec7f098caed0d5a22f0	4eea9998ab5ea4a9528907058c52572305e8e28c98675bc4646500c7b5155b1d	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3076808	1025032	2835925	202841	5387
b1-09-candid-type-documentation	baseline	a	canonical_root	root	7095874	2523431	6658524	333743	9632	9587	9587	1650	1649	12	11	88042	6	161b828308f86ae8ae3a3a9ea790321ca5856324ec9b874e6d890a68fd0f730c	7a702ad306d830546d716a90e06340e4f63bba2ed3228598899254d1aa30d8a2	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7541500	2454674	7099559	336997	10971
b1-09-candid-type-documentation	baseline	a	canonical_fleet_coordinator	fleet_coordinator	3497977	1215587	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	31938dac691e0021f94d732777bf3a4a8cc5092cf8909bd1efee360ee97b751b	56abd22cde777b67f0afb3fe9d0ba285c3f8b8c2d8572668a763d7079f683969	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182058	3468047	201465	5324
