canister	kind	built_wasm_bytes	built_wasm_gz_bytes	shrunk_wasm_bytes	shrunk_wasm_gz_bytes	shrink_delta_bytes	shrink_delta_percent	built_functions	shrunk_functions	built_exports	shrunk_exports
app	leaf-canister	1699681	512580	1583619	475350	116062	6.83	3409	3409	17	17
minimal	leaf-canister	1699678	512498	1583615	475398	116063	6.83	3409	3409	17	17
user_hub	leaf-canister	1863489	565269	1736287	521366	127202	6.83	3738	3738	21	21
user_shard	leaf-canister	1788466	541694	1665261	503054	123205	6.89	3547	3547	19	19
scale_hub	leaf-canister	1731839	524602	1613227	485362	118612	6.85	3478	3478	20	20
scale	leaf-canister	1716028	518593	1598908	481473	117120	6.83	3451	3451	18	18
root	bundle-canister	3679178	1486171	3445692	1378212	233486	6.35	5746	5746	41	41
