experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-15-timer-watchdog-providers	baseline	a	canonical_app	app	2887487	1039109	2650724	200031	4709	4672	4672	922	921	10	9	28177	4	0fa3ff6a13c20f7ac2e0ac71dd8bc1175583e09822e77636337d45123259df63	1e7aa8abeae4150a516871e15c012a669e7cd3a1aba5286e018d87d8594b2b8e	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020354	2827346	202577	5369
b1-15-timer-watchdog-providers	baseline	a	canonical_index_hub	index_hub	2672278	960516	2444607	191610	4385	4346	4346	860	859	10	9	27959	4	6573183494cd5312aba4ba188728a6ac4c81471188afe2ba674c538b3a968c82	6d87452734ef5cb281b4237a2c5e4dbe72785ddb1ac6d1a20e03d495039919bb	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943204	2612651	193761	5056
b1-15-timer-watchdog-providers	baseline	a	canonical_test	test	3202049	1139956	2944773	214102	5228	5189	5189	973	972	12	11	33804	6	23694a2f07689a3f049ce5f445c8f9941b995b6103b4189c074b9d46099ac4f8	98754027b51ec7b73d8dec12935a24a0b0b245dcd60183f003782ca4dafc04b9	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403236	1119759	3142734	216629	5940
b1-15-timer-watchdog-providers	baseline	a	canonical_user_hub	user_hub	3330766	1188810	3072247	218262	5512	5473	5473	980	979	15	14	30421	9	0b81b214cdd460909a52651cf22dc4807326704772b56f8dcd62a6f1a24ec4c9	c01119500d7708b4b190f122c7731e9fbc00a23820ece7bd253f614dc2912707	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538804	1171865	3276982	220849	6256
b1-15-timer-watchdog-providers	baseline	a	canonical_scale_hub	scale_hub	3252038	1157859	2997048	215869	5334	5295	5295	965	964	12	11	29665	6	a436b0dd4f81bfaea5bbe2fcb1a312bbfc9c468f65c6683c559ef746e5633e4b	69bc335a3eeafa727a26479b763c3daaddc3120db3aa75e9e2e8445d641463af	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457034	1141413	3198807	218405	6062
b1-15-timer-watchdog-providers	baseline	a	canonical_index_child	index_child	2443555	885987	2224620	184718	4035	3996	3996	837	836	10	9	26552	4	42b8faa19e782badfc9331064ce2b215ae13fb7ba6fdcb9aa4ea40d84d5f5f3b	6d6a758178290bb0637848ebea793127f0b12f8bbf6c71a6bc73688ed79a0751	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868568	2378085	186873	4653
b1-15-timer-watchdog-providers	baseline	a	canonical_user_shard	user_shard	3259121	1161358	3001399	214720	5384	5341	5341	977	976	14	13	33290	8	36ea8204d17283d1420f4b6abe129d327b4268558d1a72dc43020e5781a49dee	e25f71813ea50c6d59e89c97056d0a4f3a38e74d45929edf9f85bffb7248a6f0	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464190	1140945	3203202	217277	6103
b1-15-timer-watchdog-providers	baseline	a	canonical_scale_replica	scale_replica	2898215	1044090	2660428	200393	4737	4700	4700	925	924	11	10	28760	5	85321c581b03a90670add8a55a6024c2c3b8181cac7b51dc7099b6ebdf1cdb9f	5dbf6e9bdb06dbd3b0bb329e757a777e83fc54fafdf9a0dac4a22b95cebe1f04	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025137	2837328	202969	5399
b1-15-timer-watchdog-providers	baseline	a	canonical_root	root	7097171	2523687	6659745	333806	9641	9596	9596	1652	1651	12	11	88042	6	f6fb23f919dc654d1b608418d7f9dbe685f91dce22bdb21a2a7d44c73c477fed	500def89a92da3280282ff34209b87d61f65bc8b5e1e347e20d61280bec2b7bf	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7543047	2454740	7100962	337125	10983
b1-15-timer-watchdog-providers	baseline	a	canonical_fleet_coordinator	fleet_coordinator	3497977	1215581	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	99912d80cd27cbf7a80b6b3cf4526c08b682a63dd306294e0d8a2816eaa5b767	7c7c37fff6ba4522e3ec8f01cb64e3ad2f209e70deb354ffae5b82e4dfeee1dc	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182054	3468047	201465	5324
b1-15-timer-watchdog-providers	baseline	a	canonical_wasm_store	wasm_store	2452131	890086	2254620	177039	4283	4244	4244	840	839	11	10	12459	5	9917751b526409179968fc949232ad9961f5e52948a0aa864d56061caaed3fd8	48609888291021b47252993b9f3ff58a18aa0457ba3c2802dcb56be6357b4d21	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2608460	870170	2408151	179229	4922
b1-15-timer-watchdog-providers	baseline	a	runtime_probe	test	2410089	873779	2198713	188732	4231	4192	4192	857	856	15	14	14496	9	f1327876b7e37207b38ccc65942e9411d26aedc291ecb98b8d15610144cf20dd	12c8cd9fddc28a7cad93670583475a32677f20be3e03737c490fc449c65fbffe	39b18ad0b2589f36dd6b46cb1ae6704d83e6893fb224bda2daf189d952e1f96b	2567082	859478	2352657	191253	4779
b1-15-timer-watchdog-providers	baseline	b	canonical_app	app	2887487	1039109	2650724	200031	4709	4672	4672	922	921	10	9	28177	4	0fa3ff6a13c20f7ac2e0ac71dd8bc1175583e09822e77636337d45123259df63	1e7aa8abeae4150a516871e15c012a669e7cd3a1aba5286e018d87d8594b2b8e	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020354	2827346	202577	5369
