experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-04-authorization-record-codecs	baseline	a	canonical_app	app	2887487	1039110	2650724	200031	4709	4672	4672	922	921	10	9	28177	4	0adafc1d43f8a640b73a30e2b496435586a8c945866ba4018ad5b429ccaa9a46	d89d19fa8668f0022a93fe13c6b400a8e92259c4a5904c2c51357c4229d7b2d1	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020355	2827346	202577	5369
b1-04-authorization-record-codecs	baseline	a	canonical_index_hub	index_hub	2672278	960517	2444607	191610	4385	4346	4346	860	859	10	9	27959	4	8f8ce3cefa7f450786afa35c832f6b8c664ac5dd8003128c850f0eec421d107e	8968a9794b1d9bc3cc694f536024500cd3f3749cd4843deb8ffbb91801daf618	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943206	2612651	193761	5056
b1-04-authorization-record-codecs	baseline	a	canonical_test	test	3202049	1139957	2944773	214102	5228	5189	5189	973	972	12	11	33804	6	e3f5f0d2e9d67fcc8534a353f430deda4ff50d301a840e0290e962e387542964	ea8f8aff1573ebe55412180710b058836410d2affbb8893e590423dbae57c25a	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403236	1119760	3142734	216629	5940
b1-04-authorization-record-codecs	baseline	a	canonical_user_hub	user_hub	3330766	1188811	3072247	218262	5512	5473	5473	980	979	15	14	30421	9	c5c975caac029ad49ae7ab6bd10a35651d1c6b59bcb3232a23d1ff480ce63c1c	04218da9aae236bfcbf2f0ae336954e33e36e83eb107730de6e36137a995781d	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538804	1171867	3276982	220849	6256
b1-04-authorization-record-codecs	baseline	a	canonical_scale_hub	scale_hub	3252038	1157861	2997048	215869	5334	5295	5295	965	964	12	11	29665	6	5a060a429da71584a3cba137f421e99cbc58d5d8a579d94362e7d99e400b770f	195c5de4f6e717a43bb7e2545857d65756e03bcd1c88818ff14678b9ff067309	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457034	1141415	3198807	218405	6062
b1-04-authorization-record-codecs	baseline	a	canonical_index_child	index_child	2443555	885989	2224620	184718	4035	3996	3996	837	836	10	9	26552	4	c39db5053e283779ae19d4a076233adfbc771733d74d09f20c3f4b2b82c325ec	abacf95bdb5597d181c69cd649ce201079de49a06f4b38467ff639f847bfdc23	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868569	2378085	186873	4653
b1-04-authorization-record-codecs	baseline	a	canonical_user_shard	user_shard	3259121	1161360	3001399	214720	5384	5341	5341	977	976	14	13	33290	8	40b4277e4eb4ac2be45b167eb353f13eb66fbeec41337d8f4d3c10457484c0e7	c437a27664de8a44fb3f29118db0900408c0913b3e6e384bdbe1b764e04d1d07	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464190	1140946	3203202	217277	6103
b1-04-authorization-record-codecs	baseline	a	canonical_scale_replica	scale_replica	2898215	1044091	2660428	200393	4737	4700	4700	925	924	11	10	28760	5	958446a413016ecc291b6ac96347c95c06815a7a9b9f7e5f2d2bacb889c0dc16	c5e8105a459b1394d12ed084a8aea69c0c278a6d86233b46234822944319cd25	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025138	2837328	202969	5399
b1-04-authorization-record-codecs	baseline	a	canonical_root	root	7097130	2523822	6659744	333766	9641	9596	9596	1652	1651	12	11	88042	6	e94458ac4dd4b234cd4cc7225474ced044a39adf25ce2104086fb336b67ecf54	b963a912186e358933ef9dc3afa09e2b1edc3a742a30a3f84a72a16e1ebf28b9	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7543046	2454814	7100961	337125	10983
b1-04-authorization-record-codecs	baseline	a	canonical_fleet_coordinator	fleet_coordinator	3497977	1215581	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	99912d80cd27cbf7a80b6b3cf4526c08b682a63dd306294e0d8a2816eaa5b767	7c7c37fff6ba4522e3ec8f01cb64e3ad2f209e70deb354ffae5b82e4dfeee1dc	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182054	3468047	201465	5324
