canister	kind	built_wasm_bytes	built_wasm_gz_bytes	shrunk_wasm_bytes	shrunk_wasm_gz_bytes	shrink_delta_bytes	shrink_delta_percent	built_functions	shrunk_functions	built_exports	shrunk_exports
app	leaf-canister	1785182	508551	1670024	472959	115158	6.45	3397	3397	17	17
minimal	leaf-canister	1785182	508390	1670024	472922	115158	6.45	3397	3397	17	17
user_hub	leaf-canister	1959786	568816	1833407	522912	126379	6.45	3726	3726	21	21
user_shard	leaf-canister	1909514	553661	1785124	513267	124390	6.51	3596	3596	21	21
scale_hub	leaf-canister	1850155	530153	1730868	491766	119287	6.45	3512	3512	20	20
scale	leaf-canister	1804387	517328	1688123	481041	116264	6.44	3439	3439	18	18
root	bundle-canister	3952152	1534582	3715491	1422629	236661	5.99	5851	5851	42	42
