experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-14-command-providers	variant	a	canonical_app	app	2850944	1022824	2615568	198750	4632	4595	4595	912	911	10	9	28177	4	9d887111be47e17098833a3e858b2f0a65f85b541e9b7a490d830fc4a49a2b21	9dfc4ea904ad8021d26fbf627bb9258b4d6b9b7dbb2942b993bc00b816169506	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3027625	1005170	2789031	201297	5291
b1-14-command-providers	variant	a	canonical_index_hub	index_hub	2496325	899992	2275111	185558	4093	4054	4054	831	830	10	9	27959	4	9ca100a17204479165569eae60f89c713fded0697bf2100ddb78a12939c88eba	4e083ef106347f68d61bd56c7d3e9953f144f94720b531c3831b7819ad9bb1b3	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2655142	883032	2431160	187697	4729
b1-14-command-providers	variant	a	canonical_test	test	3160314	1121961	2904475	212781	5140	5101	5101	963	962	12	11	33804	6	2c147e4ea71af4bd8a6d988cfd82da2fae6061e6617860f02e6bda8a0222c66a	dfd5c6f51a2dbb5342cfb0e79e97e610bcfa4d0cfaf70bd88e94718fa68889ed	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3357936	1101129	3098835	215337	5850
b1-14-command-providers	variant	a	canonical_user_hub	user_hub	3245920	1155157	2991884	214036	5332	5293	5293	962	961	15	14	30421	9	4a82c8590f505c67bbe417bf4669c6b68edc1e22a6218be07c42c2d65ef0afb2	f149e44b002a9796c7d151df8cd263b4e86773b2dc55368c50cdf777fd7edb9b	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3448093	1137267	3190708	216653	6068
b1-14-command-providers	variant	a	canonical_scale_hub	scale_hub	3167223	1124254	2916725	211632	5155	5116	5116	947	946	12	11	29665	6	f373b8690e6033076f8a81c042a1a2d7caf50f8d54be988ed1d6b5fec6225dd3	fac23c9bfbcae1e69f676fcae519a894463cbf639c5ab2c3dc701c875b842b2a	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3366172	1106516	3112383	214209	5872
b1-14-command-providers	variant	a	canonical_index_child	index_child	2409092	870953	2191462	183511	3966	3927	3927	827	826	10	9	26552	4	db7da9720c25c3fba3cd47b3a944574dcfeba0c7112c4a6a8d073f1a423dd1b3	33149b2538adf68f44c9481b4c4894e015b4e6171d039490c616e2d9e71d278e	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2561868	854489	2341427	185721	4575
b1-14-command-providers	variant	a	canonical_user_shard	user_shard	3160200	1120545	2906270	211323	5143	5104	5104	959	958	14	13	33290	8	39886866e8c544c0a8bacd43eccca51fc1506e995786079d7671f943b0862b2e	259fb2eb412026560e25bcb9c347d167af055222a56a7db07987542e58d2ceb0	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3358034	1100195	3100803	213913	5858
b1-14-command-providers	variant	a	canonical_scale_replica	scale_replica	2861672	1028206	2625272	199112	4660	4623	4623	915	914	11	10	28760	5	6eada2a3ef801afb63df7fb8883e8d742e6b0f136794431d9f36705566f4b899	4bc9443580e7bb57852a0a285e5c90dd37ced6b748ef915caf8046f1049b19c9	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3038663	1010140	2799013	201689	5321
b1-14-command-providers	variant	a	canonical_root	root	5453532	1881372	5065322	287681	7233	7194	7194	1453	1452	12	11	88042	6	df8617398b3685a827f86eee4b0503a6af8774319045b695cdfaee2c7fcf98d1	543f3f1023b0a7adfb336588f03b626f19c7c935ffdee36d09cd44cc140386f6	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	5803243	1818619	5410948	290645	8366
b1-14-command-providers	variant	a	canonical_fleet_coordinator	fleet_coordinator	3057836	1045538	2819929	187262	3881	3848	3848	804	803	7	6	43510	2	e930fec3fa56c1e7c32c899125bd2397c454942ba8b7b342394fa06b224833c6	b34e64b6f2ec5169cc1ee21b0401d62e7e3e7a4b3cb412b506150fb5304e984a	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3252271	1018318	3011438	189453	4635
b1-14-command-providers	variant	a	canonical_wasm_store	wasm_store	2205970	803293	2017571	168608	3796	3757	3757	788	787	11	10	12459	5	c28231f1d7684bbf039c738a720174cc10a04b504ee2f4d8f52729dfe59ead49	f2e4c40aa944d4032e5cd4e66f2b3e184dc563334b15f8a4b9488cea67c0a3fd	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2348548	784826	2157306	170853	4385
