experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-13-configuration-provisioning-providers	variant	a	canonical_app	app	2887487	1039109	2650724	200031	4709	4672	4672	922	921	10	9	28177	4	afe7fe520374c71e2ae12766070e6b0321c4fa6eb89ceaab86c94556694c1dbc	c28af74bdaf0b7f5457f4ffed9f39bff9ce476c2867da0260c4afdc55d6c0e22	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020354	2827346	202577	5369
b1-13-configuration-provisioning-providers	variant	a	canonical_index_hub	index_hub	2672278	960516	2444607	191610	4385	4346	4346	860	859	10	9	27959	4	60a0223be405bd88a10a0b661c5d0872022d347bccdc8cdce61cf69a57bb92fb	426cf7891826b21c511fd28fca8fb9469904db40fb20983fc47ea30c1cf00a5f	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943204	2612651	193761	5056
b1-13-configuration-provisioning-providers	variant	a	canonical_test	test	3202049	1139956	2944773	214102	5228	5189	5189	973	972	12	11	33804	6	64f3a4dd64ed8f20b487b6eb14959dfbcf059e8eace01f7b0132e96571f33d87	337bba3a5cd2d8c18dda5a851371a466dc93057b38b4e99251dc8b1109470b89	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403236	1119760	3142734	216629	5940
b1-13-configuration-provisioning-providers	variant	a	canonical_user_hub	user_hub	3330766	1188810	3072247	218262	5512	5473	5473	980	979	15	14	30421	9	602188762d94e71bf592d451c39c06d02cf66e4962470a6730e7bd4c86b7f43e	ff37e31d4433ede00b7c2c0d0b03642340f915d27ceff616b6dc839b98b4ffc1	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538804	1171866	3276982	220849	6256
b1-13-configuration-provisioning-providers	variant	a	canonical_scale_hub	scale_hub	3252038	1157860	2997048	215869	5334	5295	5295	965	964	12	11	29665	6	d48cf4fbefafb2ec056fc1af9068f2f013a05374162ce396397878101ebe6983	60d554381ee5c774a55c0325807510f9517358c501fb0c6ac121fedfaccaa4e6	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457034	1141414	3198807	218405	6062
b1-13-configuration-provisioning-providers	variant	a	canonical_index_child	index_child	2443555	885987	2224620	184718	4035	3996	3996	837	836	10	9	26552	4	81f6b2151dae0543d0b2805c25a04c3a506ada3cc0829eecbfc651743904faf7	c631d8bb20bfd4ec3ae631d46d2c5019ff47648bce117158bd9f2dcee7c26247	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868569	2378085	186873	4653
b1-13-configuration-provisioning-providers	variant	a	canonical_user_shard	user_shard	3259121	1161358	3001399	214720	5384	5341	5341	977	976	14	13	33290	8	48798fe823f9d7746924bab5ab2462eca82b6363478699228195c7c4f8b6de61	74139978b79d2268817a6ff048e8392135a9a14b5923f155c26a14009515ce56	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464190	1140945	3203202	217277	6103
b1-13-configuration-provisioning-providers	variant	a	canonical_scale_replica	scale_replica	2898215	1044090	2660428	200393	4737	4700	4700	925	924	11	10	28760	5	bb70339f84bf9b9a39a8f4d54e88fd30275e2943857cd049bdf75f8e1213e83a	f41ac8b2ec1e392195ab6e5f218cc33a01c525a409ff8babcd617597c963393c	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025138	2837328	202969	5399
b1-13-configuration-provisioning-providers	variant	a	canonical_root	root	6725803	2376762	6295653	327051	9200	9155	9155	1620	1619	12	11	88042	6	ed71d6ef0e52f6891b303445de4afa9cc1ec56af7dbfb58cfda19b47438d16c2	e692906ebc43094c83f9a5815fd21730aed909faa82cc362874477ad1cd00938	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7152381	2311557	6717679	330305	10510
b1-13-configuration-provisioning-providers	variant	a	canonical_fleet_coordinator	fleet_coordinator	3497977	1215581	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	99912d80cd27cbf7a80b6b3cf4526c08b682a63dd306294e0d8a2816eaa5b767	7c7c37fff6ba4522e3ec8f01cb64e3ad2f209e70deb354ffae5b82e4dfeee1dc	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182054	3468047	201465	5324
b1-13-configuration-provisioning-providers	variant	a	canonical_wasm_store	wasm_store	2452131	890086	2254620	177039	4283	4244	4244	840	839	11	10	12459	5	9917751b526409179968fc949232ad9961f5e52948a0aa864d56061caaed3fd8	48609888291021b47252993b9f3ff58a18aa0457ba3c2802dcb56be6357b4d21	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2608460	870170	2408151	179229	4922
