experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-10-candid-serialization-newtypes	variant	a	canonical_app	app	2802163	1014832	2575678	190138	4554	4517	4517	816	815	10	9	28177	4	ddd707584c8b82316f913f3b5334ccb693336063ba5508fb27721cee089a5bf2	66e54ae3c995ae686e4b5844be11073760b96c70bff6f0d21acc566484d8a7fd	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	2973151	994961	2743402	192721	5215
b1-10-candid-serialization-newtypes	variant	a	canonical_index_hub	index_hub	2591631	936126	2373538	182385	4241	4202	4202	765	764	10	9	27959	4	8e4616c6da27cc9f2872842cb852f3a0481141d67a0e826197e48feefbb7b923	a3261f8b16f52fa0b2966fbe1878d14324798182c42df0139150ab2b7fa4a927	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2754325	919150	2533408	184545	4913
b1-10-candid-serialization-newtypes	variant	a	canonical_test	test	3108697	1112692	2862627	203309	5063	5024	5024	858	857	12	11	33804	6	f17fa00c3169da502e83e2f5bd146acfeb168d06bce11ed54516fd71a8505220	d824bd84d068098fa0f5a5b528262ae91c4cda941596844808cbb2dc5aa1e7c3	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3300072	1092886	3050716	205877	5775
b1-10-candid-serialization-newtypes	variant	a	canonical_user_hub	user_hub	3238471	1161128	2990616	208005	5349	5310	5310	867	866	15	14	30421	9	823650db229df6209134afb82afd6193c2b554f7de374fb25c68056647a37a52	d1ddd6f19a255b9339eaeaa85bb372473e9aff3492a1a59efe9a92ce1b0a86c3	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3437130	1143183	3185934	210609	6095
b1-10-candid-serialization-newtypes	variant	a	canonical_scale_hub	scale_hub	3163865	1131234	2919322	205811	5178	5139	5139	857	856	12	11	29665	6	340cb5b9cace3f21bc1c77f7aca575426d7c4ae8f4d7462989fa0ca98f353e4f	ce894840214f73fdc6a28b1e7feda212edd4019b39f0c060ffd4e875ecafec22	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3359907	1113802	3112034	208421	5907
b1-10-candid-serialization-newtypes	variant	a	canonical_index_child	index_child	2366078	863785	2156619	175591	3893	3854	3854	743	742	10	9	26552	4	4e22afe67ac516b9c47df281aa2fe21161ffdf5e8e876a143fc3933ad21eecfb	49ea3031a051107cf82a920a63ac8b26aa27f157103813102b7c53df16c9a39f	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2514355	846440	2302082	177785	4512
b1-10-candid-serialization-newtypes	variant	a	canonical_user_shard	user_shard	3168254	1135312	2921212	204445	5222	5179	5179	865	864	14	13	33290	8	0fe1a5e3c53b117526dae022f7b11f71215ec75eafa75f45ff9056d96a3574f7	f7a87518abf782ab681202c71e20e01a37e0fa597252bf655e85ce9a14f8faa0	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3363962	1113971	3113600	207037	5941
b1-10-candid-serialization-newtypes	variant	a	canonical_scale_replica	scale_replica	2811466	1019204	2584065	190395	4581	4544	4544	818	817	11	10	28760	5	a446797b6825713ab23207a9dc7c69cfc1556f580d34720bf9772f03706fbb96	d52ca7311f76787c49bded205aff29d951282ed580e3b253c453094ebabb507e	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	2982688	1000038	2752012	192985	5245
b1-10-candid-serialization-newtypes	variant	a	canonical_root	root	6903919	2473026	6489957	311093	9310	9265	9265	1457	1456	12	11	88042	6	04caaf6dbb538754dc77d16d9d28b1486e7f2f4d5bbcbf238ffe60288a8b5f73	e11c73e39ffa67df082f12c6a88b8d144da65d2b98295f6d2fd168f41c5621ef	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7327660	2402883	6909081	314341	10651
b1-10-candid-serialization-newtypes	variant	a	canonical_fleet_coordinator	fleet_coordinator	3429187	1195861	3188604	189325	4371	4337	4337	809	808	7	6	43510	2	fe8a19cebf4ed9e330645f7b467de70d718bf8eaf6a5f46d026f7e8fa6a9fcc4	63a8a9f78e8e2823f9234605d6f58c1083abfa86e4a46ec307d6676cb6a2389c	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3646217	1163704	3402537	191609	5195
b1-10-candid-serialization-newtypes	variant	a	canonical_wasm_store	wasm_store	2409867	876981	2217402	172174	4205	4166	4166	788	787	11	10	12459	5	9717e0170c9b7bfe74affab9dfbe40569204b5262b5c27fe21fd45c153b9a8c6	2ea16b80a363a567c31c7c619964b70588840e5eb66b20fc8528b06b0713f291	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2561590	858954	2366330	174365	4842
b1-10-candid-serialization-newtypes	variant	a	runtime_probe	test	2344679	851605	2140663	181675	4111	4072	4072	775	774	15	14	14496	9	a94dee11613752a70b5f3179a3199220e9151e2da3355125e31384642d75096e	be73912677d88c75665cad11ca2d1a2d03b8811f513c2cd7eb0eb8e95cc4dc25	39b18ad0b2589f36dd6b46cb1ae6704d83e6893fb224bda2daf189d952e1f96b	2494447	838387	2287475	184085	4659
b1-10-candid-serialization-newtypes	variant	a	payload_limit_probe	test	1934444	711788	1753598	164895	3439	3402	3402	684	683	12	11	9225	2	a10f71ece3607314230ebd12969ac9b173dfa2271dbc6baa2db77f58a6b8978c	e86cd120a66568b57b03fe443d776579662ba733fce1f8cbbaf30c22f82e150c	fb5a55c930325f32d26ae91a49a6e47ebd3db4ea79290d07a21bb54d7ff6d0a9	2056318	699108	1872890	166989	3937
b1-10-candid-serialization-newtypes	variant	a	blob_storage_probe	test	2220358	809933	2022842	173322	3857	3818	3818	741	740	25	24	16015	19	ec55128619daea8dea5d767c3abdbbb1d17bb42f0ef1e5af161bed92b7c7c86a	f34b22e2e4becc551c21990c2ec3d12ae8807b7d27d46fc918bc3d271a238b6b	607642a82f5792b88be3d15b0de7eb179b94a67bb290693700a62888a87a51a8	2360039	792566	2159725	175549	4422
