experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-10-candid-serialization-newtypes	baseline	a	canonical_app	app	2887487	1039109	2650724	200031	4709	4672	4672	922	921	10	9	28177	4	89f68c98c3606c95683b8e5ad26c30f8bf2f1b4e99f735a6eee88f976fc9067c	1b6e33337251555b495388f5c6f0c5469ef6cadd9ddcf8c702bfb80f35514880	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020354	2827346	202577	5369
b1-10-candid-serialization-newtypes	baseline	a	canonical_index_hub	index_hub	2672278	960516	2444607	191610	4385	4346	4346	860	859	10	9	27959	4	029963c1af5990f7cc10e70abd04e6fcff9e90beb99385c101ee934e56d5522a	532ae129bb501d9aadcaea922ae83f9583aba00a89536c0103b0d2a32d1485d7	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943204	2612651	193761	5056
b1-10-candid-serialization-newtypes	baseline	a	canonical_test	test	3202049	1139956	2944773	214102	5228	5189	5189	973	972	12	11	33804	6	a5a87f81f807fe7c88dfbdb0572171e9502c4fccd6846686cf7faab5abb8e5d8	bc6c6190d9ca7e3d1a4fcded564dfcb59492e98238b3b00e2ee9ab0fd6265088	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403236	1119759	3142734	216629	5940
b1-10-candid-serialization-newtypes	baseline	a	canonical_user_hub	user_hub	3330766	1188810	3072247	218262	5512	5473	5473	980	979	15	14	30421	9	296dfe3daeaa2a1747e7eec392decefb62e2fb68b995d11e7f00111b880025b2	935feb53f1d1cab864342cc4cf6ccdaa373831645e3759708bf0510d6734c086	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538804	1171866	3276982	220849	6256
b1-10-candid-serialization-newtypes	baseline	a	canonical_scale_hub	scale_hub	3252038	1157859	2997048	215869	5334	5295	5295	965	964	12	11	29665	6	a59b0ccc231decd733dec1762454b4d36443dd905e4209d8e9eeff893f349e26	e2e0d1a705ceabcc6b82a96db9531ee6cb3a4a8e6e9e05682da02bb082c2c40a	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457034	1141414	3198807	218405	6062
b1-10-candid-serialization-newtypes	baseline	a	canonical_index_child	index_child	2443555	885987	2224620	184718	4035	3996	3996	837	836	10	9	26552	4	50c4319167c9da3ceaea069d320462871d7a7be30c190cd21b5bd99a8281e72e	d2166a7f858c4a4b1e1f8028014824f834359452eaf905982a8f1c18f1628793	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868569	2378085	186873	4653
b1-10-candid-serialization-newtypes	baseline	a	canonical_user_shard	user_shard	3259121	1161358	3001399	214720	5384	5341	5341	977	976	14	13	33290	8	10f356f487b7eb98120f0791611df1963330f27fdd6dec5740d5074866ab231f	c7b538f5e01594f042d56af6c9c5872716f72d896d7c4faf9ed556a22e3f7cb5	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464190	1140945	3203202	217277	6103
b1-10-candid-serialization-newtypes	baseline	a	canonical_scale_replica	scale_replica	2898215	1044090	2660428	200393	4737	4700	4700	925	924	11	10	28760	5	de9cadf8dcd2ee60157c890c4608c213ae56b4bc7d3f47c4b5cc9709efd7b1e2	d4da6a78138bf249c4f1caa5ee2ad35de3e779726ba107ee114be81ed5a114ff	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025137	2837328	202969	5399
b1-10-candid-serialization-newtypes	baseline	a	canonical_root	root	7097155	2523928	6659745	333790	9641	9596	9596	1652	1651	12	11	88042	6	4844ce0e21ed3ace63295a232c21e897dc2d05c560b9f06fb9c2f512429b4b56	9808dcfd498e15dbcd3510115d2b6ad1b408f44c170584e57a3e92c69bc1677a	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7543047	2454974	7100962	337125	10983
b1-10-candid-serialization-newtypes	baseline	a	canonical_fleet_coordinator	fleet_coordinator	3497977	1215581	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	99912d80cd27cbf7a80b6b3cf4526c08b682a63dd306294e0d8a2816eaa5b767	7c7c37fff6ba4522e3ec8f01cb64e3ad2f209e70deb354ffae5b82e4dfeee1dc	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182054	3468047	201465	5324
b1-10-candid-serialization-newtypes	baseline	a	canonical_wasm_store	wasm_store	2452131	890086	2254620	177039	4283	4244	4244	840	839	11	10	12459	5	9917751b526409179968fc949232ad9961f5e52948a0aa864d56061caaed3fd8	48609888291021b47252993b9f3ff58a18aa0457ba3c2802dcb56be6357b4d21	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2608460	870170	2408151	179229	4922
b1-10-candid-serialization-newtypes	baseline	a	runtime_probe	test	2410089	873779	2198713	188732	4231	4192	4192	857	856	15	14	14496	9	5131fc0c19bf943d5059be3cbc78bcac52e164ea864a265a65726a22c14c99cc	ab19259c4414ce2113e2af6510e0b3c5aed1675a621060d4b669856c9b59bd8c	39b18ad0b2589f36dd6b46cb1ae6704d83e6893fb224bda2daf189d952e1f96b	2567082	859478	2352657	191253	4779
b1-10-candid-serialization-newtypes	baseline	a	payload_limit_probe	test	1987304	728332	1800078	171025	3541	3504	3504	749	748	12	11	9225	2	65c84e1af5eafa8bd27cfc613e1a3f72545760fb6b3b3f37656ac3d6fe7c59a8	82383a225f8f3cd673c5b3615de1405d2389398f711366ac1434d95ddb6ac2c6	fb5a55c930325f32d26ae91a49a6e47ebd3db4ea79290d07a21bb54d7ff6d0a9	2115167	714000	1925363	173133	4038
b1-10-candid-serialization-newtypes	baseline	a	blob_storage_probe	test	2299125	834305	2092495	182113	3989	3950	3950	828	827	25	24	16015	19	a3d4a1db7e3ab4ee15e59bd960acc2b88046ec2c2c529418b9b9ee2274e0e0e5	a426ddf5664db2cfc80d9f7b78df23406d99a476aeee94d24101cadd69014058	607642a82f5792b88be3d15b0de7eb179b94a67bb290693700a62888a87a51a8	2446176	817736	2236858	184253	4549
b1-10-candid-serialization-newtypes	baseline	b	canonical_app	app	2887487	1039109	2650724	200031	4709	4672	4672	922	921	10	9	28177	4	89f68c98c3606c95683b8e5ad26c30f8bf2f1b4e99f735a6eee88f976fc9067c	1b6e33337251555b495388f5c6f0c5469ef6cadd9ddcf8c702bfb80f35514880	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020354	2827346	202577	5369
b1-10-candid-serialization-newtypes	baseline	b	canonical_index_hub	index_hub	2672278	960516	2444607	191610	4385	4346	4346	860	859	10	9	27959	4	029963c1af5990f7cc10e70abd04e6fcff9e90beb99385c101ee934e56d5522a	532ae129bb501d9aadcaea922ae83f9583aba00a89536c0103b0d2a32d1485d7	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943204	2612651	193761	5056
