canister	kind	built_wasm_bytes	built_wasm_gz_bytes	shrunk_wasm_bytes	shrunk_wasm_gz_bytes	shrink_delta_bytes	shrink_delta_percent	built_functions	shrunk_functions	built_exports	shrunk_exports
app	leaf-canister	1750409	497145	1637105	462009	113304	6.47	3342	3342	16	16
minimal	leaf-canister	1750409	496888	1637104	461904	113305	6.47	3342	3342	16	16
user_hub	leaf-canister	1924762	557948	1800300	512565	124462	6.47	3671	3671	20	20
user_shard	leaf-canister	1872766	540796	1750451	501258	122315	6.53	3538	3538	20	20
scale_hub	leaf-canister	1815251	519201	1697813	480259	117438	6.47	3456	3456	19	19
scale	leaf-canister	1769387	504405	1654981	469760	114406	6.47	3382	3382	17	17
root	bundle-canister	3925266	1543013	3674984	1417249	250282	6.38	5726	5726	41	41
