experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-06-unconditional-recovery-dispatch	baseline	a	canonical_app	app	2887511	1039086	2650724	200055	4709	4672	4672	922	921	10	9	28177	4	ce638ba85066876d206f0bfa304808c5a17341c35971d50521615b65157013c0	88599f37e0c9cf4a38b11ec223f7710c1ecd7fae4ae8cc2cfbe64ce415988508	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020371	2827346	202577	5369
b1-06-unconditional-recovery-dispatch	baseline	a	canonical_index_hub	index_hub	2672302	960572	2444607	191634	4385	4346	4346	860	859	10	9	27959	4	f55a9da5ae00f3f617fb5b801ea5e0d0d781bbdf324b538a5a3b355881cbabfd	4b864193ed84b4af43ed3b552a66fb68a74449012e9cf629a6bf705a68dd35ec	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943231	2612651	193761	5056
b1-06-unconditional-recovery-dispatch	baseline	a	canonical_test	test	3202073	1140025	2944773	214126	5228	5189	5189	973	972	12	11	33804	6	10d8fa074abbedf62d0319cf360d47fc17d25ee2e45862ea94b53fe7f1fa89e7	00b4dd8e14577f05a0824d0982d687070afc04202b5ce12b78fdf4217c4df03b	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403364	1119803	3142734	216757	5940
b1-06-unconditional-recovery-dispatch	baseline	a	canonical_user_hub	user_hub	3330798	1188742	3072247	218294	5512	5473	5473	980	979	15	14	30421	9	70482a4dc0b0a93c7c0e07227bf790577c02382064ec1b930c06fc16a8f5e524	daa53a5b76955dbd6c2e3906b6b6406810952121ecc483c3329591b10d9dfb72	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538804	1171803	3276982	220849	6256
b1-06-unconditional-recovery-dispatch	baseline	a	canonical_scale_hub	scale_hub	3252060	1158096	2997048	215891	5334	5295	5295	965	964	12	11	29665	6	65185f7fa8eb43ada440ab07ebe1a541f7514792bad8ad44a78a7312ea63a32f	938125daed8fb6ae4b39fe50231d8b794accfdb91059fbcb2c2f416a34562608	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457034	1141645	3198807	218405	6062
b1-06-unconditional-recovery-dispatch	baseline	a	canonical_index_child	index_child	2443579	886026	2224620	184742	4035	3996	3996	837	836	10	9	26552	4	8090c2e5c3005a5bd48d10755fb7978f3b4678067ae89af7997672c7c688cb4c	f2c00fb10384771dfe3be4cc7c46ea5b5864ac7a1580d4b3788a0a3786bd8961	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868627	2378085	186873	4653
b1-06-unconditional-recovery-dispatch	baseline	a	canonical_user_shard	user_shard	3259145	1161478	3001399	214744	5384	5341	5341	977	976	14	13	33290	8	2768e41d8ec741a2486d3aac2e1a5c11860e165745f6b8ea07d1e45e98950896	9e074f874c8adf16c32eba39ff5a80ed561ffe99142964a10a144bdd5abedb1e	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464190	1141010	3203202	217277	6103
b1-06-unconditional-recovery-dispatch	baseline	a	canonical_scale_replica	scale_replica	2898239	1044126	2660428	200417	4737	4700	4700	925	924	11	10	28760	5	0b9a857189a8b3021706e0054d82fef53cce632293a4ce80f68013b4caa54855	493cc1a24a25a7f38b48348518d8335349d8fc80f4d696801b5304aef4a6985d	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025157	2837328	202969	5399
b1-06-unconditional-recovery-dispatch	baseline	a	canonical_root	root	7097171	2523666	6659745	333806	9641	9596	9596	1652	1651	12	11	88042	6	804a4da62030a6bb99b1708952fead3139d2c2603ffab1b8c588674bc632b563	cad7ad47dff6bd62f43153b34fabd9b6a1b7d47b8f2957ca344966c31ef091ff	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7543047	2454728	7100962	337125	10983
b1-06-unconditional-recovery-dispatch	baseline	a	canonical_fleet_coordinator	fleet_coordinator	3497977	1215581	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	99912d80cd27cbf7a80b6b3cf4526c08b682a63dd306294e0d8a2816eaa5b767	7c7c37fff6ba4522e3ec8f01cb64e3ad2f209e70deb354ffae5b82e4dfeee1dc	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182054	3468047	201465	5324
