canister	kind	built_wasm_bytes	built_wasm_gz_bytes	shrunk_wasm_bytes	shrunk_wasm_gz_bytes	shrink_delta_bytes	shrink_delta_percent	built_functions	shrunk_functions	built_exports	shrunk_exports
app	leaf-canister	1785182	508514	1670024	472948	115158	6.45	3397	3397	17	17
minimal	leaf-canister	1785182	508388	1670024	472925	115158	6.45	3397	3397	17	17
user_hub	leaf-canister	1959786	568418	1833407	523007	126379	6.45	3726	3726	21	21
user_shard	leaf-canister	1908265	553685	1783958	512930	124307	6.51	3594	3594	21	21
scale_hub	leaf-canister	1850155	530715	1730867	491725	119288	6.45	3512	3512	20	20
scale	leaf-canister	1804387	516507	1688122	480969	116265	6.44	3439	3439	18	18
root	bundle-canister	3952057	1536771	3714867	1420637	237190	6.00	5849	5849	42	42
