experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-02-global-storage-registration	baseline	a	canonical_app	app	2887487	1039109	2650724	200031	4709	4672	4672	922	921	10	9	28177	4	9386c42dfdd253b08b5b445f5df9fb6ba2aabfb626efc054ee7d4038d7d3c0a6	2667a5f6ecf39467728931ddece6b97d7e0274a303b288658189236b807843d0	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020355	2827346	202577	5369
b1-02-global-storage-registration	baseline	a	canonical_index_hub	index_hub	2672278	960517	2444607	191610	4385	4346	4346	860	859	10	9	27959	4	cb274690bd724fbb29fea501b8d1442744cc0ac2638bb0d29079279fcecfaaca	55e411aee628eba0c91505b3067592084484c7313a299088550802f5e2bc4d95	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943205	2612651	193761	5056
b1-02-global-storage-registration	baseline	a	canonical_test	test	3202049	1139956	2944773	214102	5228	5189	5189	973	972	12	11	33804	6	5668abf86dfc6b97560e36b7fae79f82fc7ac8a9da9a3d8addf739adbd1ea1c9	6769854e9222fa0563d40f10d397932981c9edefa7d48a7f3bf8984615cc22cb	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403236	1119760	3142734	216629	5940
b1-02-global-storage-registration	baseline	a	canonical_user_hub	user_hub	3330766	1188812	3072247	218262	5512	5473	5473	980	979	15	14	30421	9	21cf97e40ba32a6ce7d79f9699701fdf059e180a13285789350efa53722f7b54	7914d6c16717f251c408fdc555bf3185240b9727df52447bf8a40fb3844a587d	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538804	1171866	3276982	220849	6256
b1-02-global-storage-registration	baseline	a	canonical_scale_hub	scale_hub	3252038	1157860	2997048	215869	5334	5295	5295	965	964	12	11	29665	6	d0d8750f440aaffe3387ad8ded5c455e2c4074682991bf8b72c4c79bfcb56b36	ccaddff6a2a371c55b64bbfa31a2b9741a24ecb91d4ea33dd66dbdcc437d36c6	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457034	1141414	3198807	218405	6062
b1-02-global-storage-registration	baseline	a	canonical_index_child	index_child	2443555	885988	2224620	184718	4035	3996	3996	837	836	10	9	26552	4	af9503db7ea7db875e6186adfe40b2ce3abec722fdc02613f944f40f3a480db4	66abd82f5606dcc3ac77b1889757f1ca9c146a9962187fefa7deeb2bff65a947	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868569	2378085	186873	4653
b1-02-global-storage-registration	baseline	a	canonical_user_shard	user_shard	3259121	1161358	3001399	214720	5384	5341	5341	977	976	14	13	33290	8	3f4ace45feb959590d69de30b2fb10132c2efc06f4340c76c960c75707143f24	ac9f74771d73618d25538d8566c1e113057c974fbeff6f17e71e3077cc664d48	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464190	1140945	3203202	217277	6103
b1-02-global-storage-registration	baseline	a	canonical_scale_replica	scale_replica	2898215	1044091	2660428	200393	4737	4700	4700	925	924	11	10	28760	5	4eaa18fe34a483d72d28541cadb691d8aa36f6f5bef39aef6322572c3322384b	9918a2c1ef35b295a69f43870037f0295511e2b854288a70e40d6f356d72a15a	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025138	2837328	202969	5399
b1-02-global-storage-registration	baseline	a	canonical_root	root	7097122	2523692	6659744	333758	9641	9596	9596	1652	1651	12	11	88042	6	6b92e3f5a7f2cba26bb8459a3f80b4cb2789ab70f896e97eb3ea30e10591dcdd	a77bb1fc2c17b4f4cb643ecd5522d02bf1f8c99280ceff03e30e3f56052f9f5d	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7543046	2454703	7100961	337125	10983
b1-02-global-storage-registration	baseline	a	canonical_fleet_coordinator	fleet_coordinator	3497977	1215581	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	99912d80cd27cbf7a80b6b3cf4526c08b682a63dd306294e0d8a2816eaa5b767	7c7c37fff6ba4522e3ec8f01cb64e3ad2f209e70deb354ffae5b82e4dfeee1dc	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182054	3468047	201465	5324
